% mention
@RELATION men

@ATTRIBUTE gn {MASC, FEM}
@ATTRIBUTE gn1 {MASC, FEM}
@ATTRIBUTE num1 {SING, PLUR}
@ATTRIBUTE num {SING, PLUR}
@ATTRIBUTE en {PERS, LOC, ORG, FUNC}
@ATTRIBUTE en1 {PERS, LOC, ORG, FUNC}
@ATTRIBUTE gp {CASE=YES, CASE=NO}
@ATTRIBUTE gp1 {CASE=YES, CASE=NO}
@ATTRIBUTE id_form {YES, NO}
@ATTRIBUTE subform {YES, NO}
@ATTRIBUTE inc_rate REAL
@ATTRIBUTE dis_men REAL
@ATTRIBUTE dis_phrase REAL
@ATTRIBUTE dis_char REAL
@ATTRIBUTE sys_tag {PR, N}
@ATTRIBUTE sys_tag1 {PR, N}

@DATA
MASC,?,FUNC,PERS,SING,PLUR,?,?,NO,NO,38,-2,-3,271,N,N
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,34,-3,1,-66,N,N
MASC,?,?,PERS,PLUR,PLUR,?,?,NO,NO,52,-4,1,-85,N,N
FEM,?,?,PERS,PLUR,PLUR,?,?,NO,NO,56,-5,1,-109,N,N
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,41,-6,1,-154,N,PR
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,44,-7,-3,271,N,N
FEM,?,?,PERS,SING,PLUR,?,?,NO,NO,53,-8,-3,271,N,N
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,41,-9,-3,271,N,PR
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,48,-10,-3,271,N,N
FEM,?,?,PERS,SING,PLUR,?,?,NO,NO,61,-11,-3,271,N,N
FEM,?,?,PERS,PLUR,PLUR,CASE=YES,?,NO,NO,51,-12,-3,271,N,N
FEM,?,?,PERS,PLUR,PLUR,?,?,NO,NO,46,-13,-3,271,N,N
?,?,?,PERS,?,PLUR,?,?,NO,NO,40,-14,-3,271,N,PR
MASC,?,?,PERS,PLUR,PLUR,?,?,NO,NO,74,-15,-3,271,N,N
MASC,?,?,PERS,PLUR,PLUR,?,?,NO,NO,41,-16,-3,271,N,N
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,41,-17,-3,271,N,PR
?,?,?,PERS,?,PLUR,?,?,NO,NO,48,-18,-3,271,N,PR
?,?,?,PERS,?,PLUR,?,?,NO,YES,45,-19,-3,271,N,PR
?,?,?,PERS,?,PLUR,?,?,NO,NO,46,-20,-3,271,N,N
FEM,?,?,PERS,PLUR,PLUR,CASE=YES,?,NO,NO,37,-21,-3,271,N,N
FEM,?,?,PERS,SING,PLUR,?,?,NO,NO,41,-22,-3,271,N,N
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,48,-23,-3,271,N,N
?,?,?,PERS,SING,PLUR,?,?,NO,NO,41,-24,-3,271,N,PR
MASC,?,?,PERS,SING,PLUR,?,?,NO,YES,45,-25,-3,271,N,PR
?,?,?,PERS,SING,PLUR,?,?,NO,NO,41,-26,-3,271,N,PR
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,41,-27,-3,271,N,PR
?,?,?,PERS,SING,PLUR,?,?,NO,NO,41,-28,-3,271,N,PR
MASC,?,?,PERS,PLUR,PLUR,CASE=YES,?,NO,NO,54,-29,-3,271,N,N
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,45,-30,-3,271,N,PR
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,41,-31,-3,271,N,PR
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,41,-32,-3,271,N,PR
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,42,-33,-3,271,N,N
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,44,-34,-3,271,N,N
FEM,?,?,PERS,SING,PLUR,?,?,NO,NO,53,-35,-3,271,N,N
MASC,?,?,PERS,SING,PLUR,?,?,NO,NO,41,-36,-3,271,N,PR
FEM,?,?,PERS,SING,PLUR,?,?,NO,NO,54,-37,-3,271,N,N
?,?,?,PERS,?,PLUR,?,?,NO,YES,45,-38,-3,271,N,PR
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,51,7,-3,247,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,64,6,1,230,N,PR
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,45,5,-1,156,N,N
FEM,MASC,PERS,?,SING,SING,?,?,NO,NO,67,4,0,112,N,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,55,3,0,90,N,N
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,56,2,0,59,N,N
?,MASC,PERS,?,PLUR,SING,?,?,NO,NO,45,1,0,38,N,N
MASC,MASC,?,?,SING,SING,?,?,YES,YES,100,0,0,0,N,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,51,-1,-3,309,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,50,-2,1,-28,N,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,56,-3,1,-47,N,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,48,-4,1,-71,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,62,-5,1,-116,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,42,-6,-3,309,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,47,-7,-3,309,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,62,-8,-3,309,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,51,-9,-3,309,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,47,-10,-3,309,N,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,61,-11,-3,309,N,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,61,-12,-3,309,N,N
?,MASC,?,?,?,SING,?,?,NO,NO,67,-13,-3,309,N,PR
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,43,-14,-3,309,N,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,59,-15,-3,309,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,62,-16,-3,309,N,PR
?,MASC,?,?,?,SING,?,?,NO,NO,58,-17,-3,309,N,PR
?,MASC,?,?,?,SING,?,?,NO,NO,69,-18,-3,309,N,PR
?,MASC,?,?,?,SING,?,?,NO,NO,23,-19,-3,309,N,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,37,-20,-3,309,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,56,-21,-3,309,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,56,-22,-3,309,N,N
?,MASC,?,?,SING,SING,?,?,NO,NO,62,-23,-3,309,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,62,-24,-3,309,N,PR
?,MASC,?,?,SING,SING,?,?,NO,NO,62,-25,-3,309,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,55,-26,-3,309,N,PR
?,MASC,?,?,SING,SING,?,?,NO,NO,62,-27,-3,309,N,PR
MASC,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,54,-28,-3,309,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,53,-29,-3,309,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,69,-30,-3,309,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,62,-31,-3,309,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,54,-32,-3,309,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,42,-33,-3,309,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,47,-34,-3,309,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,62,-35,-3,309,N,PR
FEM,MASC,?,?,SING,SING,?,?,NO,NO,67,-36,-3,309,N,N
?,MASC,?,?,?,SING,?,?,NO,NO,69,-37,-3,309,N,PR
FEM,MASC,?,FUNC,PLUR,SING,CASE=YES,?,NO,NO,50,8,0,-62,N,N
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,43,7,4,-79,N,PR
MASC,MASC,?,FUNC,SING,SING,CASE=YES,?,NO,NO,34,6,2,-153,N,N
FEM,MASC,PERS,FUNC,SING,SING,?,?,NO,NO,41,5,3,-197,N,N
MASC,MASC,FUNC,FUNC,SING,SING,?,?,NO,NO,43,4,3,-219,N,N
MASC,MASC,?,FUNC,SING,SING,CASE=YES,?,NO,NO,44,3,3,-250,N,N
?,MASC,PERS,FUNC,PLUR,SING,?,?,NO,NO,38,2,3,-271,N,N
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,51,1,3,-309,N,N
MASC,MASC,FUNC,FUNC,SING,SING,?,?,YES,YES,100,0,0,0,N,N
MASC,MASC,?,FUNC,SING,SING,?,?,NO,YES,68,-1,4,-337,N,N
MASC,MASC,?,FUNC,PLUR,SING,?,?,NO,NO,27,-2,4,-356,N,N
FEM,MASC,?,FUNC,PLUR,SING,?,?,NO,NO,27,-3,4,-380,N,N
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,42,-4,4,-425,N,PR
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,32,-5,0,0,N,N
FEM,MASC,?,FUNC,SING,SING,?,?,NO,NO,38,-6,0,0,N,N
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,42,-7,0,0,N,PR
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,33,-8,0,0,N,N
FEM,MASC,?,FUNC,SING,SING,?,?,NO,NO,47,-9,0,0,N,N
FEM,MASC,?,FUNC,PLUR,SING,CASE=YES,?,NO,NO,49,-10,0,0,N,N
FEM,MASC,?,FUNC,PLUR,SING,?,?,NO,NO,38,-11,0,0,N,N
?,MASC,?,FUNC,?,SING,?,?,NO,NO,36,-12,0,0,N,PR
MASC,MASC,?,FUNC,PLUR,SING,?,?,NO,NO,43,-13,0,0,N,N
MASC,MASC,?,FUNC,PLUR,SING,?,?,NO,NO,37,-14,0,0,N,N
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,42,-15,0,0,N,PR
?,MASC,?,FUNC,?,SING,?,?,NO,NO,45,-16,0,0,N,PR
?,MASC,?,FUNC,?,SING,?,?,NO,NO,37,-17,0,0,N,PR
?,MASC,?,FUNC,?,SING,?,?,NO,NO,27,-18,0,0,N,N
FEM,MASC,?,FUNC,PLUR,SING,CASE=YES,?,NO,NO,29,-19,0,0,N,N
FEM,MASC,?,FUNC,SING,SING,?,?,NO,NO,42,-20,0,0,N,N
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,38,-21,0,0,N,N
?,MASC,?,FUNC,SING,SING,?,?,NO,NO,37,-22,0,0,N,PR
MASC,MASC,?,FUNC,SING,SING,?,?,NO,YES,47,-23,0,0,N,PR
?,MASC,?,FUNC,SING,SING,?,?,NO,NO,37,-24,0,0,N,PR
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,42,-25,0,0,N,PR
?,MASC,?,FUNC,SING,SING,?,?,NO,NO,37,-26,0,0,N,PR
MASC,MASC,?,FUNC,PLUR,SING,CASE=YES,?,NO,NO,43,-27,0,0,N,N
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,42,-28,0,0,N,PR
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,42,-29,0,0,N,PR
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,47,-30,0,0,N,PR
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,35,-31,0,0,N,N
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,32,-32,0,0,N,N
FEM,MASC,?,FUNC,SING,SING,?,?,NO,NO,38,-33,0,0,N,N
MASC,MASC,?,FUNC,SING,SING,?,?,NO,NO,42,-34,0,0,N,PR
FEM,MASC,?,FUNC,SING,SING,?,?,NO,NO,48,-35,0,0,N,N
?,MASC,?,FUNC,?,SING,?,?,NO,NO,37,-36,0,0,N,PR
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,54,9,-4,275,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,62,8,0,258,N,PR
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,43,7,-2,184,N,N
FEM,MASC,PERS,?,SING,SING,?,?,NO,NO,57,6,-1,140,N,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,40,5,-1,118,N,N
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,41,4,-1,87,N,N
?,MASC,PERS,?,PLUR,SING,?,?,NO,NO,38,3,-1,66,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,44,2,-1,28,N,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,68,1,-4,337,N,N
MASC,MASC,?,?,SING,SING,?,?,YES,YES,100,0,0,0,N,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,34,-1,0,-19,N,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,35,-2,0,-43,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,-3,0,-88,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,39,-4,-4,337,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,50,-5,-4,337,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,-6,-4,337,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,43,-7,-4,337,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,37,-8,-4,337,N,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,47,-9,-4,337,N,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,58,-10,-4,337,N,N
?,MASC,?,?,?,SING,?,?,NO,NO,50,-11,-4,337,N,PR
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,36,-12,-4,337,N,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,50,-13,-4,337,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,-14,-4,337,N,PR
?,MASC,?,?,?,SING,?,?,NO,NO,62,-15,-4,337,N,PR
?,MASC,?,?,?,SING,?,?,NO,NO,52,-16,-4,337,N,PR
?,MASC,?,?,?,SING,?,?,NO,NO,21,-17,-4,337,N,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,28,-18,-4,337,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,43,-19,-4,337,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,54,-20,-4,337,N,N
?,MASC,?,?,SING,SING,?,?,NO,NO,52,-21,-4,337,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,52,-22,-4,337,N,PR
?,MASC,?,?,SING,SING,?,?,NO,NO,52,-23,-4,337,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,-24,-4,337,N,PR
?,MASC,?,?,SING,SING,?,?,NO,NO,52,-25,-4,337,N,PR
MASC,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,46,-26,-4,337,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,56,-27,-4,337,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,-28,-4,337,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,-29,-4,337,N,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,51,-30,-4,337,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,39,-31,-4,337,N,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,50,-32,-4,337,N,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,-33,-4,337,N,PR
FEM,MASC,?,?,SING,SING,?,?,NO,NO,52,-34,-4,337,N,N
?,MASC,?,?,?,SING,?,?,NO,NO,52,-35,-4,337,N,PR
FEM,MASC,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,62,10,-4,294,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,54,9,0,277,N,PR
MASC,MASC,?,?,SING,PLUR,CASE=YES,?,NO,NO,49,8,-2,203,N,N
FEM,MASC,PERS,?,SING,PLUR,?,?,NO,NO,51,7,-1,159,N,N
MASC,MASC,FUNC,?,SING,PLUR,?,?,NO,NO,50,6,-1,137,N,N
MASC,MASC,?,?,SING,PLUR,CASE=YES,?,NO,NO,44,5,-1,106,N,N
?,MASC,PERS,?,PLUR,PLUR,?,?,NO,NO,55,4,-1,85,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,60,3,-1,47,N,N
MASC,MASC,FUNC,?,SING,PLUR,?,?,NO,NO,46,2,-4,356,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,39,1,0,19,N,N
MASC,MASC,?,?,PLUR,PLUR,?,?,YES,YES,100,0,0,0,N,N
FEM,MASC,?,?,PLUR,PLUR,?,?,NO,NO,63,-1,0,-24,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,53,-2,0,-69,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,39,-3,-4,356,N,N
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,47,-4,-4,356,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,53,-5,-4,356,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,50,-6,-4,356,N,N
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,57,-7,-4,356,N,N
FEM,MASC,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,58,-8,-4,356,N,N
FEM,MASC,?,?,PLUR,PLUR,?,?,NO,NO,57,-9,-4,356,N,N
?,MASC,?,?,?,PLUR,?,?,NO,NO,62,-10,-4,356,N,PR
MASC,MASC,?,?,PLUR,PLUR,?,?,NO,NO,57,-11,-4,356,N,N
MASC,MASC,?,?,PLUR,PLUR,?,?,NO,NO,51,-12,-4,356,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,47,-13,-4,356,N,PR
?,MASC,?,?,?,PLUR,?,?,NO,NO,45,-14,-4,356,N,PR
?,MASC,?,?,?,PLUR,?,?,NO,NO,53,-15,-4,356,N,PR
?,MASC,?,?,?,PLUR,?,?,NO,NO,36,-16,-4,356,N,N
FEM,MASC,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,46,-17,-4,356,N,N
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,42,-18,-4,356,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,50,-19,-4,356,N,N
?,MASC,?,?,SING,PLUR,?,?,NO,NO,53,-20,-4,356,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,58,-21,-4,356,N,PR
?,MASC,?,?,SING,PLUR,?,?,NO,NO,47,-22,-4,356,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,42,-23,-4,356,N,PR
?,MASC,?,?,SING,PLUR,?,?,NO,NO,47,-24,-4,356,N,PR
MASC,MASC,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,61,-25,-4,356,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,47,-26,-4,356,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,47,-27,-4,356,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,47,-28,-4,356,N,PR
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,48,-29,-4,356,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,39,-30,-4,356,N,N
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,47,-31,-4,356,N,N
MASC,MASC,?,?,SING,PLUR,?,?,NO,NO,47,-32,-4,356,N,PR
FEM,MASC,?,?,SING,PLUR,?,?,NO,NO,52,-33,-4,356,N,N
?,MASC,?,?,?,PLUR,?,?,NO,NO,53,-34,-4,356,N,PR
FEM,FEM,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,64,11,-4,318,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,50,10,0,301,N,PR
MASC,FEM,?,?,SING,PLUR,CASE=YES,?,NO,NO,46,9,-2,227,N,N
FEM,FEM,PERS,?,SING,PLUR,?,?,NO,NO,53,8,-1,183,N,N
MASC,FEM,FUNC,?,SING,PLUR,?,?,NO,NO,51,7,-1,161,N,N
MASC,FEM,?,?,SING,PLUR,CASE=YES,?,NO,NO,45,6,-1,130,N,N
?,FEM,PERS,?,PLUR,PLUR,?,?,NO,NO,60,5,-1,109,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,48,4,-1,71,N,N
MASC,FEM,FUNC,?,SING,PLUR,?,?,NO,NO,43,3,-4,380,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,35,2,0,43,N,N
MASC,FEM,?,?,PLUR,PLUR,?,?,NO,NO,63,1,0,24,N,N
FEM,FEM,?,?,PLUR,PLUR,?,?,YES,YES,100,0,0,0,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,49,-1,0,-45,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,56,-2,-4,380,N,N
FEM,FEM,?,?,SING,PLUR,?,?,NO,NO,57,-3,-4,380,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,49,-4,-4,380,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,51,-5,-4,380,N,N
FEM,FEM,?,?,SING,PLUR,?,?,NO,NO,51,-6,-4,380,N,N
FEM,FEM,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,64,-7,-4,380,N,N
FEM,FEM,?,?,PLUR,PLUR,?,?,NO,NO,59,-8,-4,380,N,N
?,FEM,?,?,?,PLUR,?,?,NO,NO,42,-9,-4,380,N,PR
MASC,FEM,?,?,PLUR,PLUR,?,?,NO,NO,58,-10,-4,380,N,N
MASC,FEM,?,?,PLUR,PLUR,?,?,NO,NO,52,-11,-4,380,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,43,-12,-4,380,N,PR
?,FEM,?,?,?,PLUR,?,?,NO,NO,41,-13,-4,380,N,PR
?,FEM,?,?,?,PLUR,?,?,NO,YES,54,-14,-4,380,N,PR
?,FEM,?,?,?,PLUR,?,?,NO,NO,40,-15,-4,380,N,N
FEM,FEM,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,53,-16,-4,380,N,N
FEM,FEM,?,?,SING,PLUR,?,?,NO,NO,60,-17,-4,380,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,51,-18,-4,380,N,N
?,FEM,?,?,SING,PLUR,?,?,NO,NO,49,-19,-4,380,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,54,-20,-4,380,N,PR
?,FEM,?,?,SING,PLUR,?,?,NO,NO,49,-21,-4,380,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,43,-22,-4,380,N,PR
?,FEM,?,?,SING,PLUR,?,?,NO,NO,49,-23,-4,380,N,PR
MASC,FEM,?,?,PLUR,PLUR,CASE=YES,?,NO,NO,58,-24,-4,380,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,43,-25,-4,380,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,43,-26,-4,380,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,43,-27,-4,380,N,PR
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,44,-28,-4,380,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,52,-29,-4,380,N,N
FEM,FEM,?,?,SING,PLUR,?,?,NO,NO,57,-30,-4,380,N,N
MASC,FEM,?,?,SING,PLUR,?,?,NO,NO,43,-31,-4,380,N,PR
FEM,FEM,?,?,SING,PLUR,?,?,NO,NO,44,-32,-4,380,N,N
?,FEM,?,?,?,PLUR,?,?,NO,YES,54,-33,-4,380,N,PR
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,53,12,-4,363,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,87,11,0,346,PR,PR
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,46,10,-2,272,PR,N
FEM,MASC,PERS,?,SING,SING,?,?,NO,NO,64,9,-1,228,PR,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,43,8,-1,206,PR,N
MASC,MASC,?,?,SING,SING,CASE=YES,?,NO,NO,58,7,-1,175,PR,N
?,MASC,PERS,?,PLUR,SING,?,?,NO,NO,41,6,-1,154,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,62,5,-1,116,PR,N
MASC,MASC,FUNC,?,SING,SING,?,?,NO,NO,42,4,-4,425,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,3,0,88,PR,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,53,2,0,69,PR,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,49,1,0,45,PR,N
MASC,MASC,?,?,SING,SING,?,?,YES,YES,100,0,0,0,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,42,-1,-4,425,PR,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,61,-2,-4,425,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,83,-3,-4,425,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,-4,-4,425,PR,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,43,-5,-4,425,PR,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,58,-6,-4,425,PR,N
FEM,MASC,?,?,PLUR,SING,?,?,NO,NO,64,-7,-4,425,PR,N
?,MASC,?,?,?,SING,?,?,NO,NO,80,-8,-4,425,PR,PR
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,48,-9,-4,425,PR,N
MASC,MASC,?,?,PLUR,SING,?,?,NO,NO,69,-10,-4,425,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,YES,92,-11,-4,425,PR,PR
?,MASC,?,?,?,SING,?,?,NO,NO,69,-12,-4,425,PR,PR
?,MASC,?,?,?,SING,?,?,NO,NO,75,-13,-4,425,PR,PR
?,MASC,?,?,?,SING,?,?,NO,NO,27,-14,-4,425,PR,N
FEM,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,40,-15,-4,425,PR,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,59,-16,-4,425,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,59,-17,-4,425,PR,N
?,MASC,?,?,SING,SING,?,?,NO,NO,67,-18,-4,425,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,83,-19,-4,425,PR,PR
?,MASC,?,?,SING,SING,?,?,NO,NO,75,-20,-4,425,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,67,-21,-4,425,PR,PR
?,MASC,?,?,SING,SING,?,?,NO,NO,67,-22,-4,425,PR,PR
MASC,MASC,?,?,PLUR,SING,CASE=YES,?,NO,NO,56,-23,-4,425,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,55,-24,-4,425,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,75,-25,-4,425,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,YES,83,-26,-4,425,PR,PR
MASC,MASC,?,?,SING,SING,?,?,NO,NO,50,-27,-4,425,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,NO,38,-28,-4,425,PR,N
FEM,MASC,?,?,SING,SING,?,?,NO,NO,61,-29,-4,425,PR,N
MASC,MASC,?,?,SING,SING,?,?,NO,YES,92,-30,-4,425,PR,PR
FEM,MASC,?,?,SING,SING,?,?,NO,NO,64,-31,-4,425,PR,N
?,MASC,?,?,?,SING,?,?,NO,NO,67,-32,-4,425,PR,PR
